,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location
447272,202027483,3115,INVESTIGATE PERSON,C11,355,0,4/16/2020 16:49,2020,4,Thursday,16,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
446628,202028158,3301,VERBAL DISPUTE,B3,429,0,4/20/2020 8:40,2020,4,Monday,8,WILLOWWOOD ST,42.283859,-71.08599,"(42.28385900, -71.08599000)"
435463,202040127,3410,TOWED MOTOR VEHICLE,B2,279,0,6/9/2020 9:37,2020,6,Tuesday,9,ZEIGLER ST,42.329146,-71.081098,"(42.32914600, -71.08109800)"
445262,202029614,3115,INVESTIGATE PERSON,B3,429,0,4/27/2020 11:38,2020,4,Monday,11,WINSTON RD,42.285087,-71.087894,"(42.28508700, -71.08789400)"
442231,202032851,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11,336,0,5/11/2020 19:52,2020,5,Monday,19,BOWDOIN ST,42.305365,-71.068126,"(42.30536500, -71.06812600)"
440404,202034827,2670,HARASSMENT/ CRIMINAL HARASSMENT,A7,28,0,5/2/2020 16:30,2020,5,Saturday,16,PARIS ST,42.3713,-71.038884,"(42.37130000, -71.03888400)"
435320,202040283,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,905,0,6/9/2020 19:41,2020,6,Tuesday,19,E BROOKLINE ST,42.339267,-71.072088,"(42.33926700, -71.07208800)"
471543,202001266,801,ASSAULT - SIMPLE,A1, ,0,1/5/2020 20:14,2020,1,Sunday,20,ATLANTIC AVE,42.35083,-71.056418,"(42.35083000, -71.05641800)"
428840,202047270,3301,VERBAL DISPUTE,B3,466,0,7/5/2020 10:26,2020,7,Sunday,10,DEERING RD,42.28414,-71.093051,"(42.28414000, -71.09305100)"
440772,202034433,3301,VERBAL DISPUTE,A1,69,0,5/18/2020 18:34,2020,5,Monday,18,CHARLES ST,42.358274,-71.070578,"(42.35827400, -71.07057800)"
448002,202026715,3007,SUDDEN DEATH,B3,908,0,4/13/2020 5:19,2020,4,Monday,5,SHANDON RD,42.296115,-71.091219,"(42.29611500, -71.09121900)"
446558,202028231,3803,M/V ACCIDENT - PERSONAL INJURY,A1,68,0,4/20/2020 14:52,2020,4,Monday,14,HANCOCK ST,42.315002,-71.065935,"(42.31500200, -71.06593500)"
449725,202024872,3625,DANGEROUS OR HAZARDOUS CONDITION,B2,282,0,3/23/2020 17:00,2020,3,Monday,17,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
470562,202002339,3115,INVESTIGATE PERSON,C6,915,0,1/9/2020 20:00,2020,1,Thursday,20,PATTERSON WAY,42.330828,-71.051923,"(42.33082800, -71.05192300)"
446253,202028554,3115,INVESTIGATE PERSON,B3,464,0,4/21/2020 23:11,2020,4,Tuesday,23,HARVARD ST,42.289681,-71.092125,"(42.28968100, -71.09212500)"
457789,202016227,619,LARCENY ALL OTHERS,D14,778,0,2/26/2020 14:11,2020,2,Wednesday,14,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
436643,202038874,3005,SICK ASSIST,A1,72,0,6/4/2020 13:14,2020,6,Thursday,13,SOMERSET ST,42.358961,-71.061532,"(42.35896100, -71.06153200)"
450708,202023815,706,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,586,0,3/26/2020 17:30,2020,3,Thursday,17,TERRACE ST,42.327461,-71.098525,"(42.32746100, -71.09852500)"
435126,202040491,3115,INVESTIGATE PERSON,A15,38,0,6/10/2020 17:43,2020,6,Wednesday,17,FIRST AVE,42.375805,-71.052994,"(42.37580500, -71.05299400)"
441141,202034028,3301,VERBAL DISPUTE,B3,446,0,5/16/2020 19:44,2020,5,Saturday,19,WATERLOW ST,42.297442,-71.077381,"(42.29744200, -71.07738100)"
461088,202012661,3207,PROPERTY - FOUND,D14,803,0,2/15/2020 13:45,2020,2,Saturday,13,FRANKLIN ST,42.356081,-71.13284,"(42.35608100, -71.13284000)"
467456,202005688,2670,HARASSMENT/ CRIMINAL HARASSMENT,A1,77,0,1/21/2020 7:30,2020,1,Tuesday,7,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
429104,202046990,3201,PROPERTY - LOST/ MISSING,B2,321,0,7/4/2020 8:10,2020,7,Saturday,8,BLUE HILL AVE,42.312551,-71.080212,"(42.31255100, -71.08021200)"
466883,202006341,616,LARCENY THEFT OF BICYCLE,E13,574,0,1/23/2020 23:00,2020,1,Thursday,23,WASHINGTON ST,42.309718,-71.104294,"(42.30971800, -71.10429400)"
464850,202008557,801,ASSAULT - SIMPLE,A7,30,0,2/1/2020 9:00,2020,2,Saturday,9,MAVERICK ST,42.368806,-71.035857,"(42.36880600, -71.03585700)"
460593,202013189,641,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,E13,574,0,2/15/2020 13:00,2020,2,Saturday,13,WASHINGTON ST,42.309718,-71.104294,"(42.30971800, -71.10429400)"
464444,202008989,801,ASSAULT - SIMPLE,D4,158,0,2/3/2020 0:20,2020,2,Monday,0,SHAWMUT AVE,42.340623,-71.073089,"(42.34062300, -71.07308900)"
463621,202009880,801,ASSAULT - SIMPLE,B2,310,0,2/5/2020 17:44,2020,2,Wednesday,17,HAZELWOOD ST,42.317449,-71.08487,"(42.31744900, -71.08487000)"
460016,202013812,3207,PROPERTY - FOUND,B2,282,0,2/20/2020 6:00,2020,2,Thursday,6,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
455980,202018180,3410,TOWED MOTOR VEHICLE,A15,50,0,3/6/2020 12:46,2020,3,Friday,12,CAMBRIDGE ST,42.382818,-71.077512,"(42.38281800, -71.07751200)"
465809,202007514,2647,THREATS TO DO BODILY HARM,D14,778,0,1/28/2020 8:00,2020,1,Tuesday,8,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
432039,202043842,3006,SICK/INJURED/MEDICAL - PERSON,A1, ,0,6/22/2020 21:55,2020,6,Monday,21,WINTER PL,42.355653,-71.061432,"(42.35565300, -71.06143200)"
460988,202012764,3005,SICK ASSIST,A7,26,0,2/15/2020 20:15,2020,2,Saturday,20,BORDER ST,42.380933,-71.040239,"(42.38093300, -71.04023900)"
428548,202047578,3115,INVESTIGATE PERSON,B3,428,0,7/6/2020 14:28,2020,7,Monday,14,ASTORIA ST,42.280204,-71.086912,"(42.28020400, -71.08691200)"
471626,202001175,3115,INVESTIGATE PERSON,E5,691,0,1/5/2020 14:03,2020,1,Sunday,14,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
432799,202043025,3006,SICK/INJURED/MEDICAL - PERSON,E18,525,0,6/19/2020 21:05,2020,6,Friday,21,NEPONSET VALLEY PKWY,42.236039,-71.127181,"(42.23603900, -71.12718100)"
435802,202039762,3115,INVESTIGATE PERSON,B3,476,0,6/8/2020 4:31,2020,6,Monday,4,BLUE HILL AVE,42.268173,-71.093876,"(42.26817300, -71.09387600)"
467712,202005413,3115,INVESTIGATE PERSON,D4,130,0,1/21/2020 7:53,2020,1,Tuesday,7,HUNTINGTON AVE,42.348576,-71.07772,"(42.34857600, -71.07772000)"
435692,202039878,3201,PROPERTY - LOST/ MISSING,A1,77,0,5/27/2020 17:50,2020,5,Wednesday,17,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
457321,202016722,2647,THREATS TO DO BODILY HARM,B2,329,0,3/1/2020 11:56,2020,3,Sunday,11,BLUE HILL AVE,42.309384,-71.082622,"(42.30938400, -71.08262200)"
469307,202003696,2660,OTHER OFFENSE,B2,282,0,1/14/2020 10:00,2020,1,Tuesday,10,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
453129,202021233,3301,VERBAL DISPUTE,A15,900,0,3/18/2020 7:04,2020,3,Wednesday,7,DECATUR ST,42.378291,-71.05387,"(42.37829100, -71.05387000)"
442696,202032357,1402,VANDALISM,C11,257,0,4/29/2020 20:00,2020,4,Wednesday,20,HANCOCK ST,42.312229,-71.063913,"(42.31222900, -71.06391300)"
432284,202043572,706,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,621,0,6/22/2020 2:26,2020,6,Monday,2,COMMONWEALTH AVE,42.348839,-71.090896,"(42.34883900, -71.09089600)"
462371,202011224,3114,INVESTIGATE PROPERTY,B2,330,0,2/10/2020 18:28,2020,2,Monday,18,CASTLEGATE RD,42.307003,-71.083131,"(42.30700300, -71.08313100)"
460119,202013700,3301,VERBAL DISPUTE,A1, ,0,2/19/2020 17:20,2020,2,Wednesday,17,UNION WHARF,42.365286,-71.049714,"(42.36528600, -71.04971400)"
466995,202006216,3005,SICK ASSIST,B3,446,0,1/23/2020 19:47,2020,1,Thursday,19,NORWELL ST,42.296314,-71.07839,"(42.29631400, -71.07839000)"
457046,202017022,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,3/2/2020 8:00,2020,3,Monday,8,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
442366,202032700,3501,MISSING PERSON,C11,338,0,5/11/2020 11:41,2020,5,Monday,11,CHURCH ST,42.308478,-71.063636,"(42.30847800, -71.06363600)"
470110,202002824,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,1/11/2020 9:00,2020,1,Saturday,9,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
457032,202017037,301,ROBBERY,C11,450,0,3/2/2020 16:52,2020,3,Monday,16,WASHINGTON ST,42.292576,-71.071794,"(42.29257600, -71.07179400)"
455814,202018357,520,BURGLARY - RESIDENTIAL,E13,650,0,3/7/2020 0:50,2020,3,Saturday,0,WOODMAN ST,42.306211,-71.116799,"(42.30621100, -71.11679900)"
465145,202008239,3410,TOWED MOTOR VEHICLE,D4,148,0,1/31/2020 0:17,2020,1,Friday,0,W RUTLAND SQ,42.343005,-71.079668,"(42.34300500, -71.07966800)"
431247,202044692,3115,INVESTIGATE PERSON,A1,91,0,6/25/2020 0:00,2020,6,Thursday,0,FULTON ST,42.361967,-71.053545,"(42.36196700, -71.05354500)"
437278,202038184,616,LARCENY THEFT OF BICYCLE,D14,820,0,6/1/2020 12:00,2020,6,Monday,12,SOLDIERS FIELD RD,42.359966,-71.117502,"(42.35996600, -71.11750200)"
443456,202031549,3301,VERBAL DISPUTE,D4, ,0,5/5/2020 22:38,2020,5,Tuesday,22,W DEDHAM ST,42.341867,-71.072722,"(42.34186700, -71.07272200)"
430882,202045088,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,796,0,6/27/2020 0:29,2020,6,Saturday,0,LINDEN ST,42.351791,-71.130239,"(42.35179100, -71.13023900)"
448168,202026537,3115,INVESTIGATE PERSON,C11,337,0,4/12/2020 0:01,2020,4,Sunday,0,OLNEY ST,42.305531,-71.070311,"(42.30553100, -71.07031100)"
431742,202044162,3005,SICK ASSIST,D4,619,0,6/23/2020 23:20,2020,6,Tuesday,23,MASSACHUSETTS AVE,42.344395,-71.08632,"(42.34439500, -71.08632000)"
438677,202036676,614,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,181,0,5/28/2020 0:26,2020,5,Thursday,0,LANGDON ST,42.324203,-71.07279,"(42.32420300, -71.07279000)"
445452,202029408,423,ASSAULT - AGGRAVATED,B2,606,0,4/26/2020 10:21,2020,4,Sunday,10,LAWN ST,42.327574,-71.107388,"(42.32757400, -71.10738800)"
449799,202024793,3201,PROPERTY - LOST/ MISSING,D4,167,0,3/29/2020 22:00,2020,3,Sunday,22,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
429195,202046894,3301,VERBAL DISPUTE,B2,265,0,7/3/2020 18:30,2020,7,Friday,18,BURTON AVE,42.322,-71.080595,"(42.32200000, -71.08059500)"
431144,202044803,619,LARCENY ALL OTHERS,C11,362,0,6/26/2020 1:00,2020,6,Friday,1,WASHINGTON ST,42.291316,-71.071702,"(42.29131600, -71.07170200)"
463202,202010332,1107,FRAUD - IMPERSONATION,B2,282,0,2/7/2020 0:00,2020,2,Friday,0,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
442549,202032510,801,ASSAULT - SIMPLE,B3,474,0,5/10/2020 13:37,2020,5,Sunday,13,CORMAN RD,42.271775,-71.101678,"(42.27177500, -71.10167800)"
441950,202033156,1106,FRAUD - CREDIT CARD / ATM FRAUD,B2,282,0,5/13/2020 11:38,2020,5,Wednesday,11,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
464894,202008512,3115,INVESTIGATE PERSON,D14,939,0,2/1/2020 0:52,2020,2,Saturday,0,N BEACON ST,42.35666,-71.151042,"(42.35666000, -71.15104200)"
465263,202008108,1106,FRAUD - CREDIT CARD / ATM FRAUD,D4,167,0,1/30/2020 0:00,2020,1,Thursday,0,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
469058,202003980,3115,INVESTIGATE PERSON,D4,143,0,1/15/2020 16:26,2020,1,Wednesday,16,DALTON ST,42.345778,-71.084295,"(42.34577800, -71.08429500)"
462130,202011497,3501,MISSING PERSON,B2,183,0,2/9/2020 19:00,2020,2,Sunday,19,DUDLEY ST,42.320469,-71.071619,"(42.32046900, -71.07161900)"
435766,202039798,3115,INVESTIGATE PERSON,D14,765,0,6/8/2020 1:30,2020,6,Monday,1,HOBSON ST,42.354389,-71.16193,"(42.35438900, -71.16193000)"
466636,202006606,3108,FIRE REPORT,B2,265,0,1/25/2020 8:41,2020,1,Saturday,8,PERRIN ST,42.321885,-71.079062,"(42.32188500, -71.07906200)"
457343,202016698,2670,HARASSMENT/ CRIMINAL HARASSMENT,B2,182,0,3/1/2020 11:41,2020,3,Sunday,11,ROBEY ST,42.322236,-71.068353,"(42.32223600, -71.06835300)"
431732,202044173,3301,VERBAL DISPUTE,C11,355,0,6/24/2020 0:19,2020,6,Wednesday,0,DORCHESTER AVE,42.296661,-71.061218,"(42.29666100, -71.06121800)"
470427,202002484,3201,PROPERTY - LOST/ MISSING,D4,167,0,1/10/2020 13:30,2020,1,Friday,13,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
464471,202008962,520,BURGLARY - RESIDENTIAL,E13,303,0,2/2/2020 21:26,2020,2,Sunday,21,ERNST ST,42.31832,-71.099348,"(42.31832000, -71.09934800)"
465381,202007980,3005,SICK ASSIST,E18,512,0,1/30/2020 7:51,2020,1,Thursday,7,FAIRMOUNT AVE,42.251696,-71.117381,"(42.25169600, -71.11738100)"
455204,202019007,3201,PROPERTY - LOST/ MISSING,B2,282,0,3/6/2020 0:00,2020,3,Friday,0,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
435032,202040591,2647,THREATS TO DO BODILY HARM,B3,410,0,6/11/2020 0:00,2020,6,Thursday,0,MORTON ST,42.274495,-71.071323,"(42.27449500, -71.07132300)"
472017,202000750,3301,VERBAL DISPUTE,C11,460,0,1/3/2020 18:25,2020,1,Friday,18,WASHINGTON ST,42.304221,-71.079184,"(42.30422100, -71.07918400)"
449421,202025191,3301,VERBAL DISPUTE,B3,436,0,4/5/2020 13:40,2020,4,Sunday,13,CHIPMAN ST,42.28799,-71.074483,"(42.28799000, -71.07448300)"
444931,202029970,3201,PROPERTY - LOST/ MISSING,B2,315,0,4/28/2020 19:30,2020,4,Tuesday,19,HUMBOLDT AVE,42.315211,-71.087835,"(42.31521100, -71.08783500)"
446649,202028136,540,BURGLARY - COMMERICAL,D4,142,0,4/20/2020 7:58,2020,4,Monday,7,NEWBURY ST,42.348957,-71.084892,"(42.34895700, -71.08489200)"
450349,202024204,3301,VERBAL DISPUTE,E5,932,0,3/31/2020 20:25,2020,3,Tuesday,20,WASHINGTON ST,42.258518,-71.160303,"(42.25851800, -71.16030300)"
448093,202026619,3110,SERVICE TO OTHER AGENCY,C11,396,0,4/12/2020 15:42,2020,4,Sunday,15,SANTUIT ST,42.290424,-71.063807,"(42.29042400, -71.06380700)"
446164,202028645,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,111,0,4/22/2020 13:13,2020,4,Wednesday,13,WASHINGTON ST,42.355123,-71.060879,"(42.35512300, -71.06087900)"
444716,202030201,3114,INVESTIGATE PROPERTY,E18,537,0,4/30/2020 0:08,2020,4,Thursday,0,RALDNE RD,42.256548,-71.141172,"(42.25654800, -71.14117200)"
442141,202032952,619,LARCENY ALL OTHERS,B2,259,0,5/7/2020 15:30,2020,5,Thursday,15,MAGNOLIA ST,42.314784,-71.07161,"(42.31478400, -71.07161000)"
435024,202040600,3207,PROPERTY - FOUND,A1,77,0,6/11/2020 8:40,2020,6,Thursday,8,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
427995,202048159,3301,VERBAL DISPUTE,B2,307,0,7/8/2020 14:01,2020,7,Wednesday,14,COBDEN ST,42.317419,-71.095679,"(42.31741900, -71.09567900)"
442165,202032926,3502,MISSING PERSON - LOCATED,E5,550,0,5/12/2020 10:07,2020,5,Tuesday,10,HIGHCREST RD,42.274419,-71.138639,"(42.27441900, -71.13863900)"
452292,202022126,2647,THREATS TO DO BODILY HARM,B3,465,0,3/21/2020 17:00,2020,3,Saturday,17,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
450309,202024246,3301,VERBAL DISPUTE,B2,238,0,4/1/2020 1:20,2020,4,Wednesday,1,WENDOVER ST,42.319151,-71.065759,"(42.31915100, -71.06575900)"
435544,202040037,3006,SICK/INJURED/MEDICAL - PERSON,E13,654,0,6/8/2020 18:54,2020,6,Monday,18,PARKSIDE DR,42.311713,-71.132073,"(42.31171300, -71.13207300)"
450849,202023665,613,LARCENY SHOPLIFTING,C6,186,0,3/29/2020 12:25,2020,3,Sunday,12,ALLSTATE RD,42.328099,-71.063216,"(42.32809900, -71.06321600)"
439846,202035430,616,LARCENY THEFT OF BICYCLE,A1,77,0,5/22/2020 17:30,2020,5,Friday,17,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
437159,202038312,3115,INVESTIGATE PERSON,B3,428,0,6/2/2020 12:19,2020,6,Tuesday,12,SUTTON ST,42.281972,-71.089124,"(42.28197200, -71.08912400)"
472010,202000758,3005,SICK ASSIST,C11,333,0,1/3/2020 18:29,2020,1,Friday,18,MOUNT EVERETT ST,42.310135,-71.070293,"(42.31013500, -71.07029300)"
440673,202034541,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,5/18/2020 20:00,2020,5,Monday,20,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
452608,202021795,3301,VERBAL DISPUTE,B3,475,0,3/20/2020 18:19,2020,3,Friday,18,CUMMINS HWY,42.270566,-71.101009,"(42.27056600, -71.10100900)"
460262,202013545,3301,VERBAL DISPUTE,D4,271,0,2/19/2020 8:46,2020,2,Wednesday,8,MASSACHUSETTS AVE,42.335481,-71.075864,"(42.33548100, -71.07586400)"
452665,202021729,2401,AFFRAY,A7, ,0,3/20/2020 13:00,2020,3,Friday,13,SUMNER ST,42.367724,-71.037068,"(42.36772400, -71.03706800)"
453754,202020565,3115,INVESTIGATE PERSON,B3,420,0,3/15/2020 5:33,2020,3,Sunday,5,LORNA RD,42.27802,-71.084032,"(42.27802000, -71.08403200)"
454226,202020066,3301,VERBAL DISPUTE,D4,150,0,3/13/2020 7:52,2020,3,Friday,7,COLUMBUS AVE,42.34397,-71.077475,"(42.34397000, -71.07747500)"
430456,202045537,3114,INVESTIGATE PROPERTY,B2,318,0,6/28/2020 17:00,2020,6,Sunday,17,BROOKLEDGE ST,42.309562,-71.089902,"(42.30956200, -71.08990200)"
445959,202028874,3006,SICK/INJURED/MEDICAL - PERSON,D4,285,0,4/23/2020 15:26,2020,4,Thursday,15,TREMONT ST,42.336408,-71.08565,"(42.33640800, -71.08565000)"
471426,202001398,3301,VERBAL DISPUTE,B3,464,0,1/6/2020 11:57,2020,1,Monday,11,BLUE HILL AVE,42.291718,-71.089118,"(42.29171800, -71.08911800)"
435994,202039560,3115,INVESTIGATE PERSON,B3,449,0,6/7/2020 2:17,2020,6,Sunday,2,WHITFIELD ST,42.29169,-71.074472,"(42.29169000, -71.07447200)"
445372,202029496,3501,MISSING PERSON,C11,338,0,4/26/2020 18:05,2020,4,Sunday,18,CHURCH ST,42.308478,-71.063636,"(42.30847800, -71.06363600)"
465132,202008253,2401,AFFRAY,A1,117,0,1/31/2020 2:24,2020,1,Friday,2,TREMONT ST,42.352023,-71.064634,"(42.35202300, -71.06463400)"
469236,202003772,617,LARCENY THEFT FROM BUILDING,D4,167,0,1/14/2020 18:45,2020,1,Tuesday,18,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
454371,202019907,3805,M/V ACCIDENT - POLICE VEHICLE,B3,410,0,3/12/2020 16:42,2020,3,Thursday,16,OLD MORTON ST,42.274301,-71.071969,"(42.27430100, -71.07196900)"
462176,202011440,619,LARCENY ALL OTHERS,E5,691,0,2/11/2020 12:30,2020,2,Tuesday,12,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
447466,202027278,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,4/15/2020 16:00,2020,4,Wednesday,16,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
432179,202043691,2670,HARASSMENT/ CRIMINAL HARASSMENT,B3,465,0,6/19/2020 15:00,2020,6,Friday,15,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
431034,202044921,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,6/8/2020 0:00,2020,6,Monday,0,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
467108,202006089,2647,THREATS TO DO BODILY HARM,B2,304,0,1/23/2020 13:46,2020,1,Thursday,13,SLAYTON WAY,42.32177,-71.097797,"(42.32177000, -71.09779700)"
428483,202047645,2403,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,B3,437,0,7/6/2020 17:40,2020,7,Monday,17,SOUTHERN AVE,42.290262,-71.074738,"(42.29026200, -71.07473800)"
430637,202045348,801,ASSAULT - SIMPLE,D14,773,0,6/28/2020 0:22,2020,6,Sunday,0,WILTSHIRE RD,42.343562,-71.154549,"(42.34356200, -71.15454900)"
460288,202013518,3115,INVESTIGATE PERSON,B3,469,0,2/19/2020 6:41,2020,2,Wednesday,6,WALK HILL ST,42.277914,-71.094529,"(42.27791400, -71.09452900)"
451278,202023209,423,ASSAULT - AGGRAVATED,D4,130,0,3/27/2020 1:00,2020,3,Friday,1,BOYLSTON ST,42.349801,-71.078409,"(42.34980100, -71.07840900)"
444597,202030326,614,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,77,0,4/25/2020 18:30,2020,4,Saturday,18,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
446334,202028466,3006,SICK/INJURED/MEDICAL - PERSON,D4,129,0,4/21/2020 15:24,2020,4,Tuesday,15,SAINT JAMES AVE,42.350741,-71.071461,"(42.35074100, -71.07146100)"
435137,202040478,613,LARCENY SHOPLIFTING,D4, ,0,6/10/2020 17:35,2020,6,Wednesday,17,HARRISON AVE,42.344967,-71.063822,"(42.34496700, -71.06382200)"
430427,202045567,3005,SICK ASSIST,B2,316,0,6/29/2020 1:36,2020,6,Monday,1,ABBOTSFORD ST,42.314629,-71.092615,"(42.31462900, -71.09261500)"
441732,202033386,3006,SICK/INJURED/MEDICAL - PERSON,D14,784,0,5/14/2020 10:16,2020,5,Thursday,10,COMMONWEALTH AVE,42.346345,-71.141487,"(42.34634500, -71.14148700)"
462910,202010643,520,BURGLARY - RESIDENTIAL,B3,469,0,2/8/2020 13:19,2020,2,Saturday,13,HIAWATHA RD,42.276837,-71.095264,"(42.27683700, -71.09526400)"
446172,202028637,619,LARCENY ALL OTHERS,E13,574,0,4/18/2020 13:00,2020,4,Saturday,13,WASHINGTON ST,42.309718,-71.104294,"(42.30971800, -71.10429400)"
441780,202033332,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,435,0,5/14/2020 0:43,2020,5,Thursday,0,ARMANDINE ST,42.284314,-71.074108,"(42.28431400, -71.07410800)"
466259,202007011,3006,SICK/INJURED/MEDICAL - PERSON,C11, ,0,1/26/2020 19:44,2020,1,Sunday,19,DORCHESTER AVE,42.276735,-71.066835,"(42.27673500, -71.06683500)"
436915,202038579,1201,EMBEZZLEMENT,A1,77,0,5/23/2020 10:37,2020,5,Saturday,10,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
455897,202018271,614,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,44,0,3/6/2020 16:30,2020,3,Friday,16,POLK ST,42.379126,-71.061226,"(42.37912600, -71.06122600)"
463973,202009499,3201,PROPERTY - LOST/ MISSING,C11,355,0,2/4/2020 16:44,2020,2,Tuesday,16,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
444972,202029927,3301,VERBAL DISPUTE,B2,321,0,4/28/2020 19:46,2020,4,Tuesday,19,INTERVALE ST,42.31226,-71.08179,"(42.31226000, -71.08179000)"
436423,202039107,3501,MISSING PERSON,B2,295,0,6/5/2020 10:58,2020,6,Friday,10,DABNEY ST,42.324516,-71.08377,"(42.32451600, -71.08377000)"
445218,202029661,2647,THREATS TO DO BODILY HARM,A7,28,0,4/26/2020 14:00,2020,4,Sunday,14,PARIS ST,42.370817,-71.03929,"(42.37081700, -71.03929000)"
450905,202023609,3301,VERBAL DISPUTE,E18,544,0,3/28/2020 23:47,2020,3,Saturday,23,AUSTIN ST,42.257687,-71.126417,"(42.25768700, -71.12641700)"
438412,202036964,801,ASSAULT - SIMPLE,B2,331,0,5/28/2020 21:30,2020,5,Thursday,21,GLENDALE ST,42.31303,-71.069325,"(42.31303000, -71.06932500)"
461932,202011720,2905,VAL - VIOLATION OF AUTO LAW,C11, ,0,1/30/2020 12:45,2020,1,Thursday,12,DORCHESTER AVE,42.30028,-71.060152,"(42.30028000, -71.06015200)"
456568,202017537,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,105,0,3/4/2020 11:12,2020,3,Wednesday,11,SUMMER ST,42.355216,-71.060128,"(42.35521600, -71.06012800)"
466436,202006820,423,ASSAULT - AGGRAVATED,C11,462,0,1/26/2020 2:06,2020,1,Sunday,2,BOWDOIN AVE,42.299777,-71.073499,"(42.29977700, -71.07349900)"
428530,202047596,2647,THREATS TO DO BODILY HARM,C11,355,0,7/6/2020 15:46,2020,7,Monday,15,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
448669,202026007,617,LARCENY THEFT FROM BUILDING,A1,77,0,4/7/2020 14:30,2020,4,Tuesday,14,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
463991,202009475,801,ASSAULT - SIMPLE,E18,520,0,1/29/2020 17:15,2020,1,Wednesday,17,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
434832,202040829,1300,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4,285,0,6/11/2020 18:12,2020,6,Thursday,18,TREMONT ST,42.336131,-71.086169,"(42.33613100, -71.08616900)"
432352,202043500,423,ASSAULT - AGGRAVATED,C6, ,0,6/21/2020 18:22,2020,6,Sunday,18,DORCHESTER ST,42.329887,-71.056383,"(42.32988700, -71.05638300)"
469986,202002957,801,ASSAULT - SIMPLE,D14,776,0,1/11/2020 23:00,2020,1,Saturday,23,MELTON RD,42.343943,-71.150647,"(42.34394300, -71.15064700)"
